	verse	poem_name	count_syllabs	syllabs_order	is_true_syllabic
8019	во многия премены936 без пощады биша.	Верше в Великую субботу927	13	[1, 4, 7, 8, 11]	False
8020	Тече кровь пресвятая, все тело язвися,	Верше в Великую субботу927	13	[2, 3, 7, 8, 10]	False
8021	ты, душе правоверна, зрящи прослезися!	Верше в Великую субботу927	13	[1, 3, 7, 9]	False
8022	Пусти ума ти очи на язвы Христовы,	Верше в Великую субботу927	13	[2, 4, 5, 7, 8, 10]	False
8023	от телесных же слезы да будут готовы.	Верше в Великую субботу927	13	[1, 4, 5, 7, 8, 10]	False
8024	Он тебе ради кровь си святую лияше,	Верше в Великую субботу927	13	[1, 3, 5, 6, 7, 10]	False
8025	его деля937 да точит слезы сердце наше.	Верше в Великую субботу927	13	[2, 4, 5, 7, 9, 11]	False
8026	Точат вси сердца верных, но наипаче Мати	Верше в Великую субботу927	14	[2, 3, 5, 7, 8, 12]	False
8027	не хощет от слез горких и мало престати.	Верше в Великую субботу927	13	[1, 3, 4, 5, 7, 8, 10]	False
8028	Реки слез в стенании горких изливает,	Верше в Великую субботу927	13	[2, 3, 7, 9]	False
8029	а от умиленна сердца сице припевает:	Верше в Великую субботу927	14	[1, 2, 6, 8, 10]	False
8030	«О всесладкий мой Сыне, Сыне возлюбленный,	Верше в Великую субботу927	13	[1, 4, 5, 7, 9]	False
8031	без мужа зачатый, без болезни рожденный!	Верше в Великую субботу927	13	[1, 3, 6, 7, 10]	False
8032	Како сия изволил страсти ты терпети,	Верше в Великую субботу927	13	[2, 4, 7, 9, 10]	False
8033	тварь своего убила Творца, Отца – дети.	Верше в Великую субботу927	13	[1, 4, 7, 9, 11]	False
8034	О Чадо всесладкое, Чадо божественно,	Верше в Великую субботу927	13	[1, 3, 7, 9]	False
8035	в радости зачатое, весело рожденно!	Верше в Великую субботу927	13	[3, 7, 10]	False
8036	Векую938 днесь сердце мое горесть исполняет939,	Верше в Великую субботу927	14	[3, 4, 6, 8, 10]	False
8037	Симеоном сказанный мечь940 ей прободает.	Верше в Великую субботу927	13	[4, 7, 8, 9]	False
8038	Мертва тя зрящи, како жива могу быти,	Верше в Великую субботу927	13	[2, 3, 5, 7, 9, 11]	False
8039	без Живота моего аз не хощу жити.	Верше в Великую субботу927	13	[1, 4, 7, 8, 9, 11]	False
8040	Свет очию моею, кажо зашел еси,	Верше в Великую субботу927	13	[1, 4, 7, 9, 11]	False
8041	векую мя во гроб и во ад с тобою взял еси?	Верше в Великую субботу927	15	[3, 4, 5, 6, 7, 8, 9, 12, 13]	False
8042	Без тебе солнце – тма мне, тма же – свет при тебе,	Верше в Великую субботу927	13	[1, 3, 5, 6, 7, 8, 9, 10, 11]	False
8043	с тобою аз на земли пожих яко в небе.	Верше в Великую субботу927	13	[3, 4, 5, 7, 9, 11]	False
8044	Утоли слезы, Чадо, имам бо рыдати,	Верше в Великую субботу927	13	[3, 5, 7, 9, 10]	False
8045	доколе не имаши от гроба востати!»	Верше в Великую субботу927	13	[3, 4, 7, 8, 10]	False
8046	О, рыдания горька тоже утоляет,	Верше в Великую субботу927	13	[1, 5, 7, 9]	False
8047	кто з Мариею смерти Христовы рыдает.	Верше в Великую субботу927	13	[1, 5, 7, 10]	False
8048	Потщимся убо и мы слезы изливати,	Верше в Великую субботу927	13	[3, 5, 6, 7, 9]	False
8049	Матери Бога печаль тако утоляти.	Верше в Великую субботу927	13	[3, 5, 7, 9]	False
8050	Да егда Господь, востав, содеет ей радость,	Верше в Великую субботу927	13	[1, 3, 5, 7, 10, 11]	False
8051	она общу сотворить с собою нам сладость.	Верше в Великую субботу927	13	[2, 4, 7, 10, 11]	False
8052	О Христе Вселюбезный, раны ти лобзаем,	Верше в Великую субботу927	13	[1, 3, 7, 9, 10]	False
8053	гроб твой и прах стоп твоих святых почитаем,	Верше в Великую субботу927	13	[1, 2, 3, 4, 5, 7, 9]	False
8054	и якоже пение глас хвалы приносим,	Верше в Великую субботу927	13	[1, 4, 7, 8, 10]	False
8055	умерша за ны, тебе всемирно просим:	Верше в Великую субботу927	12	[3, 4, 5, 7, 10]	False
8056	Христе, Боже Истинный, пострадавый за ны,	Верше в Великую субботу927	13	[2, 4, 7, 11, 12]	False
8057	спасай от бед, соблюдай твоя христианы.	Верше в Великую субботу927	13	[2, 3, 4, 7, 9]	False
